txn_id,txn_date,txn_time,txn_month,merchant_id,merchant_city,customer_id,amount,payment_mode,status,dispute_reason,settlement_date,risk_flag,processing_fee,net_settlement_amount
TXN0011250,2023-12-08,03:20:00,2023-12,M0018,Pune,C00690,703.45,Debit Card,Success,,2023-12-15,No,12.13,691.61
TXN0011251,2023-12-08,03:37:00,2023-12,M0076,Kolkata,C00653,4882.95,Net Banking,Success,,2023-12-09,No,74.2,4773.9
TXN0011252,2023-12-08,03:58:00,2023-12,M0072,Ahmedabad,C00528,3897.08,Credit Card,Failed,,,No,61.81,0.0
TXN0011253,2023-12-08,04:10:00,2023-12,M0065,Bengaluru,C00643,7277.72,Wallet,Success,,2023-12-11,No,176.23,7153.17
TXN0011254,2023-12-08,05:17:00,2023-12,M0063,Hyderabad,C00291,1998.53,UPI,Success,,2023-12-15,No,44.95,1962.11
TXN0011255,2023-12-08,06:30:00,2023-12,M0019,Noida,C00201,1374.45,Wallet,Success,,2023-12-09,No,21.49,1348.56
TXN0011256,2023-12-08,07:04:00,2023-12,M0060,Delhi,C00751,178763.86,Wallet,Failed,,,Yes,3665.82,0.0
TXN0011257,2023-12-08,08:22:00,2023-12,M0047,Pune,C00619,7137.25,Debit Card,Success,,2023-12-11,No,122.77,6978.05
TXN0011258,2023-12-08,10:10:00,2023-12,M0039,Gurugram,C00691,8369.39,Net Banking,Failed,,,No,193.49,0.0
TXN0011259,2023-12-08,10:16:00,2023-12,M0095,Gurugram,C00442,28909.27,Wallet,Success,,2023-12-09,No,637.05,28439.96
TXN0011260,2023-12-08,10:55:00,2023-12,M0036,Noida,C00355,1997.05,Credit Card,Success,,2023-12-10,No,42.24,1952.86
TXN0011261,2023-12-08,11:28:00,2023-12,M0019,Noida,C00436,2095.79,Wallet,Success,,2023-12-09,No,32.68,2063.13
TXN0011262,2023-12-08,12:33:00,2023-12,M0022,Chennai,C00551,23883.03,Wallet,Success,,2023-12-15,No,408.31,23330.78
TXN0011263,2023-12-08,13:12:00,2023-12,M0001,Kolkata,C00762,5810.5,Wallet,Success,,2023-12-15,No,96.3,5711.36
TXN0011264,2023-12-08,13:54:00,2023-12,M0056,Chennai,C00652,8393.35,Wallet,Success,,2023-12-10,No,149.24,8264.29
TXN0011265,2023-12-08,14:07:00,2023-12,M0010,Kolkata,C00572,1445.84,Wallet,Success,,2023-12-11,No,24.08,1409.87
TXN0011266,2023-12-08,15:04:00,2023-12,M0088,Mumbai,C00777,9049.12,Credit Card,Success,,2023-12-15,No,214.7,8851.75
TXN0011267,2023-12-08,15:44:00,2023-12,M0090,Hyderabad,C00655,233.15,Debit Card,Success,,2023-12-15,No,4.82,228.38
TXN0011268,2023-12-08,16:27:00,2023-12,M0071,Delhi,C00512,91952.64,Debit Card,Success,,2023-12-09,Yes,1575.43,90567.03
TXN0011269,2023-12-08,17:18:00,2023-12,M0047,Pune,C00169,2564.64,Wallet,Reversed,,,No,48.59,0.0
TXN0011270,2023-12-08,17:47:00,2023-12,M0089,Gurugram,C00011,547.2,Debit Card,Disputed,Duplicate,,No,9.5,0.0
TXN0011271,2023-12-08,18:05:00,2023-12,M0006,Noida,C00146,46233.27,Credit Card,Success,,2023-12-11,No,1012.7,45099.05
TXN0011272,2023-12-08,18:25:00,2023-12,M0054,Bengaluru,C00004,11543.02,UPI,Disputed,Quality Issue,,No,189.5,0.0
TXN0011273,2023-12-08,18:39:00,2023-12,M0114,Chennai,C00264,5404.04,UPI,Success,,2023-12-11,No,96.08,5272.55
TXN0011274,2023-12-08,19:06:00,2023-12,M0078,Kolkata,C00570,17459.63,Net Banking,Success,,2023-12-10,No,428.48,17092.37
TXN0011275,2023-12-08,19:29:00,2023-12,M0022,Chennai,C00498,16646.02,Net Banking,Success,,2023-12-15,No,252.88,16295.05
TXN0011276,2023-12-08,21:03:00,2023-12,M0077,Ahmedabad,C00083,1171.54,Wallet,Success,,2023-12-10,No,23.6,1149.02
TXN0011277,2023-12-08,21:05:00,2023-12,M0106,Ahmedabad,C00031,2732.14,Debit Card,Success,,2023-12-15,No,67.51,2675.18
TXN0011278,2023-12-08,21:19:00,2023-12,M0069,Ahmedabad,C00233,13650.44,UPI,Success,,2023-12-11,No,326.99,13414.54
TXN0011279,2023-12-08,21:53:00,2023-12,M0060,Delhi,C00393,1892.05,Wallet,Success,,2023-12-10,No,46.13,1849.4
TXN0011280,2023-12-08,22:08:00,2023-12,M0101,Gurugram,C00690,2509.41,Wallet,Success,,2023-12-10,No,57.13,2452.98
TXN0011281,2023-12-09,00:24:00,2023-12,M0087,Ahmedabad,C00348,79768.18,Net Banking,Success,,2023-12-10,Yes,1735.37,77891.96
TXN0011282,2023-12-09,02:21:00,2023-12,M0030,Bengaluru,C00233,10274.26,UPI,Success,,2023-12-10,No,211.7,10115.31
TXN0011283,2023-12-09,02:47:00,2023-12,M0083,Kolkata,C00292,2487.91,Debit Card,Failed,,,No,57.26,0.0
TXN0011284,2023-12-09,03:13:00,2023-12,M0068,Hyderabad,C00500,7804.32,Credit Card,Success,,2023-12-12,No,141.22,7633.53
TXN0011285,2023-12-09,03:22:00,2023-12,M0056,Chennai,C00386,15186.93,Wallet,Success,,2023-12-11,No,339.49,14934.52
TXN0011286,2023-12-09,04:18:00,2023-12,M0101,Gurugram,C00771,2259.0,Credit Card,Success,,2023-12-11,No,55.63,2213.67
TXN0011287,2023-12-09,05:23:00,2023-12,M0088,Mumbai,C00303,6998.7,Credit Card,Success,,2023-12-16,No,173.42,6869.89
TXN0011288,2023-12-09,06:18:00,2023-12,M0036,Noida,C00091,337.64,UPI,Success,,2023-12-11,No,5.53,329.33
TXN0011289,2023-12-09,06:40:00,2023-12,M0005,Kolkata,C00259,3746.22,UPI,Success,,2023-12-11,No,69.61,3667.06
TXN0011290,2023-12-09,06:52:00,2023-12,M0008,Chennai,C00299,25037.04,UPI,Success,,2023-12-12,No,512.84,24650.37
TXN0011291,2023-12-09,08:11:00,2023-12,M0049,Ahmedabad,C00147,1270.35,UPI,Success,,2023-12-12,No,28.26,1243.11
TXN0011292,2023-12-09,08:34:00,2023-12,M0103,Gurugram,C00740,891.48,Debit Card,Success,,2023-12-12,No,13.42,874.37
TXN0011293,2023-12-09,09:12:00,2023-12,M0062,Chennai,C00728,69011.93,Debit Card,Disputed,Duplicate,,Yes,1516.91,0.0
TXN0011294,2023-12-09,09:28:00,2023-12,M0018,Pune,C00765,2525.86,Wallet,Success,,2023-12-16,No,59.06,2469.67
TXN0011295,2023-12-09,12:35:00,2023-12,M0040,Mumbai,C00481,6639.97,UPI,Success,,2023-12-11,No,163.11,6486.7
TXN0011296,2023-12-09,16:14:00,2023-12,M0054,Bengaluru,C00118,22449.41,UPI,Success,,2023-12-12,No,353.22,21902.56
TXN0011297,2023-12-09,17:04:00,2023-12,M0111,Gurugram,C00703,6208.15,Credit Card,Success,,2023-12-16,No,139.0,6054.65
TXN0011298,2023-12-09,17:21:00,2023-12,M0056,Chennai,C00597,21670.8,Debit Card,Success,,2023-12-11,No,513.99,21259.58
TXN0011299,2023-12-09,17:34:00,2023-12,M0026,Pune,C00449,1621.07,UPI,Success,,2023-12-11,No,27.66,1583.98
TXN0011300,2023-12-09,18:00:00,2023-12,M0075,Hyderabad,C00303,1600.97,UPI,Failed,,,No,31.56,0.0
TXN0011301,2023-12-09,19:50:00,2023-12,M0005,Kolkata,C00346,467.27,UPI,Success,,2023-12-11,No,7.27,456.22
TXN0011302,2023-12-09,21:01:00,2023-12,M0032,Kolkata,C00224,10340.11,Wallet,Success,,2023-12-16,No,201.23,10118.95
TXN0011303,2023-12-09,21:12:00,2023-12,M0021,Delhi,C00066,502.71,Wallet,Success,,2023-12-12,No,10.59,493.98
TXN0011304,2023-12-09,21:46:00,2023-12,M0103,Gurugram,C00304,1327.5,Debit Card,Failed,,,No,21.37,0.0
TXN0011305,2023-12-09,22:44:00,2023-12,M0111,Gurugram,C00373,4833.78,Credit Card,Reversed,,,No,74.02,0.0
TXN0011306,2023-12-09,23:32:00,2023-12,M0012,Gurugram,C00595,8184.11,Net Banking,Success,,2023-12-11,No,160.8,8050.06
TXN0011307,2023-12-10,00:29:00,2023-12,M0033,Kolkata,C00378,56793.31,Net Banking,Success,,2023-12-17,Yes,994.26,55640.42
TXN0011308,2023-12-10,00:55:00,2023-12,M0032,Kolkata,C00364,7381.32,Net Banking,Success,,2023-12-17,No,169.09,7238.13
TXN0011309,2023-12-10,01:01:00,2023-12,M0008,Chennai,C00016,39821.09,Debit Card,Success,,2023-12-13,No,935.3,38860.24
TXN0011310,2023-12-10,03:31:00,2023-12,M0025,Kolkata,C00574,7807.07,Net Banking,Failed,,,No,164.45,0.0
TXN0011311,2023-12-10,03:42:00,2023-12,M0012,Gurugram,C00053,4241.02,Net Banking,Success,,2023-12-12,No,88.74,4155.86
TXN0011312,2023-12-10,05:24:00,2023-12,M0070,Noida,C00051,1913.28,Net Banking,Success,,2023-12-17,No,32.78,1877.0
TXN0011313,2023-12-10,05:51:00,2023-12,M0090,Hyderabad,C00149,1009.19,UPI,Success,,2023-12-17,No,16.84,984.28
TXN0011314,2023-12-10,07:08:00,2023-12,M0025,Kolkata,C00644,1233.56,UPI,Success,,2023-12-13,No,28.24,1208.16
TXN0011315,2023-12-10,07:16:00,2023-12,M0073,Kolkata,C00633,8224.77,Net Banking,Success,,2023-12-13,No,160.09,8028.64
TXN0011316,2023-12-10,11:28:00,2023-12,M0106,Ahmedabad,C00019,624.85,Debit Card,Disputed,Item Not Received,,No,11.59,0.0
TXN0011317,2023-12-10,11:46:00,2023-12,M0115,Ahmedabad,C00437,2799.59,UPI,Disputed,Quality Issue,,No,58.65,0.0
TXN0011318,2023-12-10,13:27:00,2023-12,M0031,Hyderabad,C00737,102882.25,Net Banking,Reversed,,,Yes,1902.79,0.0
TXN0011319,2023-12-10,14:39:00,2023-12,M0031,Hyderabad,C00597,4471.27,Credit Card,Success,,2023-12-11,No,67.81,4378.11
TXN0011320,2023-12-10,14:43:00,2023-12,M0106,Ahmedabad,C00359,1256.29,Debit Card,Success,,2023-12-17,No,29.37,1236.32
TXN0011321,2023-12-10,15:40:00,2023-12,M0003,Gurugram,C00313,188.63,Debit Card,Success,,2023-12-13,No,4.32,184.17
TXN0011322,2023-12-10,17:05:00,2023-12,M0115,Ahmedabad,C00482,11984.38,UPI,Success,,2023-12-17,No,197.42,11698.73
TXN0011323,2023-12-10,17:11:00,2023-12,M0011,Mumbai,C00201,8346.08,UPI,Success,,2023-12-11,No,193.32,8184.51
TXN0011324,2023-12-10,17:44:00,2023-12,M0014,Hyderabad,C00323,2914.38,Net Banking,Success,,2023-12-11,No,52.39,2865.12
TXN0011325,2023-12-10,17:46:00,2023-12,M0118,Hyderabad,C00435,551.55,Credit Card,Success,,2023-12-11,No,12.88,538.96
TXN0011326,2023-12-10,18:55:00,2023-12,M0015,Pune,C00261,2915.96,Net Banking,Success,,2023-12-11,No,44.77,2864.67
TXN0011327,2023-12-10,19:29:00,2023-12,M0103,Gurugram,C00139,111858.22,Net Banking,Success,,2023-12-13,Yes,2379.25,110152.13
TXN0011328,2023-12-10,21:05:00,2023-12,M0112,Ahmedabad,C00460,2699.06,Wallet,Failed,,,No,53.73,0.0
TXN0011329,2023-12-10,22:01:00,2023-12,M0066,Mumbai,C00705,571.14,Wallet,Success,,2023-12-11,No,9.75,562.0
TXN0011330,2023-12-10,22:39:00,2023-12,M0034,Bengaluru,C00143,12624.69,Net Banking,Success,,2023-12-11,No,190.38,12375.6
TXN0011331,2023-12-10,23:08:00,2023-12,M0086,Gurugram,C00608,567.18,UPI,Success,,2023-12-17,No,13.98,554.9
TXN0011332,2023-12-10,23:08:00,2023-12,M0003,Gurugram,C00261,629.23,Wallet,Success,,2023-12-13,No,14.39,616.36
TXN0011333,2023-12-10,23:36:00,2023-12,M0052,Gurugram,C00209,2289.8,Credit Card,Success,,2023-12-12,No,38.21,2241.54
TXN0011334,2023-12-11,00:26:00,2023-12,M0046,Noida,C00423,13509.62,Credit Card,Success,,2023-12-18,No,205.95,13294.69
TXN0011335,2023-12-11,00:53:00,2023-12,M0033,Kolkata,C00645,2654.69,Net Banking,Success,,2023-12-18,No,43.09,2603.86
TXN0011336,2023-12-11,01:55:00,2023-12,M0065,Bengaluru,C00096,21316.65,Debit Card,Failed,,,No,379.18,0.0
TXN0011337,2023-12-11,02:07:00,2023-12,M0069,Ahmedabad,C00039,7881.54,Credit Card,Success,,2023-12-14,No,190.3,7753.47
TXN0011338,2023-12-11,02:45:00,2023-12,M0042,Chennai,C00625,3002.88,Debit Card,Success,,2023-12-18,No,65.2,2940.32
TXN0011339,2023-12-11,03:00:00,2023-12,M0044,Kolkata,C00026,14031.56,Credit Card,Success,,2023-12-18,No,308.58,13740.32
TXN0011340,2023-12-11,03:27:00,2023-12,M0067,Mumbai,C00580,16853.47,Wallet,Success,,2023-12-13,No,340.39,16514.48
TXN0011341,2023-12-11,04:00:00,2023-12,M0064,Hyderabad,C00534,1644.31,Wallet,Success,,2023-12-18,No,26.83,1610.24
TXN0011342,2023-12-11,04:20:00,2023-12,M0041,Chennai,C00164,27620.65,Net Banking,Success,,2023-12-12,No,660.25,26952.58
TXN0011343,2023-12-11,04:47:00,2023-12,M0048,Ahmedabad,C00268,1979.75,Debit Card,Success,,2023-12-18,No,40.58,1945.76
TXN0011344,2023-12-11,05:58:00,2023-12,M0018,Pune,C00332,885.98,Credit Card,Success,,2023-12-18,No,16.6,870.08
TXN0011345,2023-12-11,07:11:00,2023-12,M0090,Hyderabad,C00059,2819.09,Wallet,Success,,2023-12-18,No,44.3,2752.53
TXN0011346,2023-12-11,07:20:00,2023-12,M0038,Kolkata,C00661,4585.42,Net Banking,Success,,2023-12-14,No,74.18,4477.2
TXN0011347,2023-12-11,07:33:00,2023-12,M0046,Noida,C00535,10155.72,Credit Card,Disputed,Quality Issue,,No,198.13,0.0
TXN0011348,2023-12-11,08:48:00,2023-12,M0020,Pune,C00120,11516.1,Wallet,Success,,2023-12-12,No,197.6,11317.19
TXN0011349,2023-12-11,09:39:00,2023-12,M0073,Kolkata,C00271,47822.67,Net Banking,Disputed,Item Not Received,,No,947.05,0.0
TXN0011350,2023-12-11,10:21:00,2023-12,M0051,Hyderabad,C00727,1189.85,UPI,Failed,,,No,27.12,0.0
TXN0011351,2023-12-11,10:57:00,2023-12,M0014,Hyderabad,C00441,2759.51,Debit Card,Success,,2023-12-12,No,48.65,2709.1
TXN0011352,2023-12-11,12:33:00,2023-12,M0044,Kolkata,C00681,82634.18,Wallet,Success,,2023-12-18,Yes,1930.49,81365.17
TXN0011353,2023-12-11,15:07:00,2023-12,M0010,Kolkata,C00305,936.2,Credit Card,Success,,2023-12-14,No,17.79,921.21
TXN0011354,2023-12-11,15:21:00,2023-12,M0036,Noida,C00453,2587.59,Credit Card,Success,,2023-12-13,No,64.54,2535.06
TXN0011355,2023-12-11,15:27:00,2023-12,M0025,Kolkata,C00043,20364.33,Credit Card,Success,,2023-12-14,No,411.6,19931.02
TXN0011356,2023-12-11,15:43:00,2023-12,M0053,Ahmedabad,C00155,3207.73,Debit Card,Success,,2023-12-13,No,72.01,3153.18
TXN0011357,2023-12-11,17:55:00,2023-12,M0078,Kolkata,C00203,151674.91,Credit Card,Success,,2023-12-13,Yes,2835.73,147976.87
TXN0011358,2023-12-11,18:49:00,2023-12,M0059,Pune,C00429,832.45,Debit Card,Success,,2023-12-12,No,18.08,818.64
TXN0011359,2023-12-11,20:35:00,2023-12,M0120,Pune,C00007,2787.42,Credit Card,Reversed,,,No,56.4,0.0
TXN0011360,2023-12-11,20:47:00,2023-12,M0033,Kolkata,C00451,372.03,Credit Card,Success,,2023-12-18,No,8.85,363.69
TXN0011361,2023-12-11,21:56:00,2023-12,M0045,Noida,C00303,2643.33,Net Banking,Success,,2023-12-18,No,55.86,2586.22
TXN0011362,2023-12-11,22:43:00,2023-12,M0059,Pune,C00116,1735.09,Wallet,Success,,2023-12-12,No,33.7,1695.03
TXN0011363,2023-12-11,22:51:00,2023-12,M0091,Delhi,C00504,1882.87,Debit Card,Success,,2023-12-14,No,29.86,1836.52
TXN0011364,2023-12-11,22:57:00,2023-12,M0067,Mumbai,C00061,143059.77,Wallet,Success,,2023-12-13,Yes,3055.88,140689.94
TXN0011365,2023-12-11,23:22:00,2023-12,M0028,Chennai,C00439,6377.24,Credit Card,Success,,2023-12-14,No,119.36,6276.55
TXN0011366,2023-12-11,23:45:00,2023-12,M0041,Chennai,C00014,12112.04,UPI,Success,,2023-12-12,No,185.18,11821.14
TXN0011367,2023-12-11,23:50:00,2023-12,M0010,Kolkata,C00172,1883.03,Debit Card,Success,,2023-12-14,No,38.44,1846.0
TXN0011368,2023-12-12,00:29:00,2023-12,M0120,Pune,C00178,3617.86,Debit Card,Failed,,,No,83.14,0.0
TXN0011369,2023-12-12,00:45:00,2023-12,M0058,Noida,C00372,1474.01,Credit Card,Success,,2023-12-14,No,33.08,1448.54
TXN0011370,2023-12-12,00:59:00,2023-12,M0074,Noida,C00174,34365.45,Net Banking,Success,,2023-12-14,No,784.47,33750.17
TXN0011371,2023-12-12,01:06:00,2023-12,M0113,Hyderabad,C00344,2925.03,Net Banking,Success,,2023-12-19,No,73.01,2856.97
TXN0011372,2023-12-12,02:20:00,2023-12,M0070,Noida,C00331,4006.14,Debit Card,Success,,2023-12-19,No,66.58,3940.37
TXN0011373,2023-12-12,03:08:00,2023-12,M0026,Pune,C00208,2051.33,Wallet,Success,,2023-12-14,No,47.26,2000.53
TXN0011374,2023-12-12,05:05:00,2023-12,M0084,Hyderabad,C00677,9251.0,Net Banking,Success,,2023-12-15,No,154.53,9055.24
TXN0011375,2023-12-12,05:15:00,2023-12,M0065,Bengaluru,C00675,7897.04,Net Banking,Success,,2023-12-15,No,163.77,7701.4
TXN0011376,2023-12-12,06:21:00,2023-12,M0059,Pune,C00083,3683.47,Credit Card,Success,,2023-12-13,No,66.32,3617.9
TXN0011377,2023-12-12,06:27:00,2023-12,M0092,Ahmedabad,C00193,1403.8,Debit Card,Success,,2023-12-19,No,23.31,1382.51
TXN0011378,2023-12-12,08:31:00,2023-12,M0119,Chennai,C00261,625.49,Net Banking,Success,,2023-12-14,No,14.2,611.78
TXN0011379,2023-12-12,09:49:00,2023-12,M0012,Gurugram,C00761,1053.68,Debit Card,Success,,2023-12-14,No,21.33,1036.79
TXN0011380,2023-12-12,10:26:00,2023-12,M0085,Bengaluru,C00096,1688.59,Net Banking,Success,,2023-12-15,No,40.32,1652.55
TXN0011381,2023-12-12,10:35:00,2023-12,M0031,Hyderabad,C00461,4224.24,UPI,Failed,,,No,70.47,0.0
TXN0011382,2023-12-12,10:44:00,2023-12,M0043,Hyderabad,C00432,30911.11,Debit Card,Disputed,Unauthorized,,No,552.31,0.0
TXN0011383,2023-12-12,10:58:00,2023-12,M0045,Noida,C00191,91141.04,Wallet,Success,,2023-12-19,Yes,1532.32,89504.0
TXN0011384,2023-12-12,11:21:00,2023-12,M0051,Hyderabad,C00192,5021.7,Debit Card,Disputed,Quality Issue,,No,86.85,0.0
TXN0011385,2023-12-12,11:56:00,2023-12,M0055,Delhi,C00560,7538.59,Net Banking,Success,,2023-12-13,No,123.85,7409.47
TXN0011386,2023-12-12,13:16:00,2023-12,M0117,Chennai,C00029,863.76,Debit Card,Success,,2023-12-15,No,14.73,847.36
TXN0011387,2023-12-12,14:01:00,2023-12,M0080,Bengaluru,C00590,6729.1,UPI,Success,,2023-12-14,No,140.36,6594.44
TXN0011388,2023-12-12,15:02:00,2023-12,M0056,Chennai,C00355,22760.04,Credit Card,Success,,2023-12-14,No,486.23,22339.88
TXN0011389,2023-12-12,15:42:00,2023-12,M0113,Hyderabad,C00307,9967.13,Net Banking,Reversed,,,No,240.59,0.0
TXN0011390,2023-12-12,15:43:00,2023-12,M0032,Kolkata,C00071,9315.73,Net Banking,Success,,2023-12-19,No,144.96,9169.79
TXN0011391,2023-12-12,16:32:00,2023-12,M0085,Bengaluru,C00504,4371.35,Credit Card,Success,,2023-12-15,No,69.56,4269.86
TXN0011392,2023-12-12,16:52:00,2023-12,M0027,Kolkata,C00379,189001.9,UPI,Success,,2023-12-13,Yes,3179.56,186130.54
TXN0011393,2023-12-12,20:54:00,2023-12,M0104,Ahmedabad,C00273,1482.7,Debit Card,Success,,2023-12-13,No,30.38,1456.89
TXN0011394,2023-12-12,20:55:00,2023-12,M0108,Chennai,C00696,1638.8,Wallet,Success,,2023-12-15,No,37.75,1607.12
TXN0011395,2023-12-12,21:09:00,2023-12,M0070,Noida,C00033,4368.54,UPI,Success,,2023-12-19,No,98.91,4301.13
TXN0011396,2023-12-12,22:35:00,2023-12,M0092,Ahmedabad,C00099,3044.98,Wallet,Failed,,,No,52.83,0.0
TXN0011397,2023-12-12,23:14:00,2023-12,M0104,Ahmedabad,C00398,734.93,UPI,Success,,2023-12-13,No,12.99,723.02
TXN0011398,2023-12-12,23:15:00,2023-12,M0074,Noida,C00254,11389.16,Net Banking,Success,,2023-12-14,No,265.07,11146.52
TXN0011399,2023-12-12,23:55:00,2023-12,M0046,Noida,C00460,14681.14,Debit Card,Success,,2023-12-19,No,286.59,14409.71
TXN0011400,2023-12-13,00:30:00,2023-12,M0091,Delhi,C00629,1703.71,Net Banking,Disputed,Quality Issue,,No,41.64,0.0
TXN0011401,2023-12-13,00:44:00,2023-12,M0114,Chennai,C00038,21241.95,Net Banking,Success,,2023-12-16,No,366.16,20837.55
TXN0011402,2023-12-13,00:53:00,2023-12,M0096,Gurugram,C00360,896.28,UPI,Success,,2023-12-20,No,20.65,874.07
TXN0011403,2023-12-13,01:22:00,2023-12,M0069,Ahmedabad,C00790,1040.78,Wallet,Success,,2023-12-16,No,23.1,1019.56
TXN0011404,2023-12-13,03:02:00,2023-12,M0056,Chennai,C00563,149216.5,UPI,Success,,2023-12-15,Yes,2459.53,145643.55
TXN0011405,2023-12-13,03:11:00,2023-12,M0086,Gurugram,C00275,1991.12,Credit Card,Success,,2023-12-20,No,44.92,1951.57
TXN0011406,2023-12-13,04:24:00,2023-12,M0033,Kolkata,C00568,251.42,Net Banking,Success,,2023-12-20,No,4.26,246.51
TXN0011407,2023-12-13,04:27:00,2023-12,M0009,Mumbai,C00169,9983.53,UPI,Success,,2023-12-15,No,208.28,9790.74
TXN0011408,2023-12-13,05:11:00,2023-12,M0060,Delhi,C00567,2509.12,Debit Card,Success,,2023-12-15,No,59.83,2464.55
TXN0011409,2023-12-13,06:06:00,2023-12,M0084,Hyderabad,C00117,19654.79,Credit Card,Success,,2023-12-16,No,389.81,19182.03
TXN0011410,2023-12-13,06:26:00,2023-12,M0069,Ahmedabad,C00457,3923.88,UPI,Success,,2023-12-16,No,59.56,3841.52
TXN0011411,2023-12-13,08:33:00,2023-12,M0119,Chennai,C00193,3375.77,Net Banking,Success,,2023-12-15,No,65.0,3323.43
TXN0011412,2023-12-13,08:44:00,2023-12,M0019,Noida,C00629,1418.4,Credit Card,Success,,2023-12-14,No,30.0,1384.95
TXN0011413,2023-12-13,10:14:00,2023-12,M0042,Chennai,C00210,1594.24,Net Banking,Success,,2023-12-20,No,26.91,1557.04
TXN0011414,2023-12-13,12:58:00,2023-12,M0088,Mumbai,C00217,159816.6,UPI,Success,,2023-12-20,Yes,3311.67,156822.55
TXN0011415,2023-12-13,13:16:00,2023-12,M0050,Ahmedabad,C00774,10063.67,Wallet,Success,,2023-12-14,No,214.69,9834.28
TXN0011416,2023-12-13,13:17:00,2023-12,M0116,Delhi,C00626,198202.24,Credit Card,Disputed,Unauthorized,,Yes,4716.56,0.0
TXN0011417,2023-12-13,15:40:00,2023-12,M0006,Noida,C00761,18808.03,Net Banking,Reversed,,,No,307.66,0.0
TXN0011418,2023-12-13,16:25:00,2023-12,M0089,Gurugram,C00416,12939.9,Wallet,Success,,2023-12-16,No,250.84,12708.14
TXN0011419,2023-12-13,16:57:00,2023-12,M0016,Kolkata,C00634,4736.16,Credit Card,Reversed,,,No,80.01,0.0
TXN0011420,2023-12-13,16:59:00,2023-12,M0077,Ahmedabad,C00646,967.27,UPI,Success,,2023-12-15,No,17.37,946.95
TXN0011421,2023-12-13,18:55:00,2023-12,M0079,Hyderabad,C00106,24839.77,Net Banking,Success,,2023-12-16,No,478.35,24283.43
TXN0011422,2023-12-13,19:09:00,2023-12,M0096,Gurugram,C00027,649.41,Debit Card,Success,,2023-12-20,No,14.02,634.05
TXN0011423,2023-12-13,20:42:00,2023-12,M0075,Hyderabad,C00780,2227.44,Debit Card,Failed,,,No,34.29,0.0
TXN0011424,2023-12-13,21:44:00,2023-12,M0015,Pune,C00782,2231.3,Net Banking,Success,,2023-12-14,No,41.14,2183.89
TXN0011425,2023-12-13,21:48:00,2023-12,M0100,Noida,C00557,23922.56,Wallet,Success,,2023-12-14,No,576.76,23441.94
TXN0011426,2023-12-13,22:11:00,2023-12,M0106,Ahmedabad,C00168,779.67,Credit Card,Success,,2023-12-20,No,13.0,761.12
TXN0011427,2023-12-13,22:16:00,2023-12,M0118,Hyderabad,C00600,580.33,Credit Card,Success,,2023-12-14,No,11.49,566.19
TXN0011428,2023-12-14,00:11:00,2023-12,M0095,Gurugram,C00434,49795.16,Wallet,Success,,2023-12-15,No,1236.21,48710.75
TXN0011429,2023-12-14,00:44:00,2023-12,M0056,Chennai,C00668,12787.73,Net Banking,Success,,2023-12-16,No,256.85,12527.57
TXN0011430,2023-12-14,01:22:00,2023-12,M0017,Delhi,C00677,2594.32,Net Banking,Success,,2023-12-16,No,52.67,2551.26
TXN0011431,2023-12-14,04:35:00,2023-12,M0034,Bengaluru,C00363,24271.12,Credit Card,Disputed,Unauthorized,,No,393.55,0.0
TXN0011432,2023-12-14,04:52:00,2023-12,M0111,Gurugram,C00445,7738.66,UPI,Success,,2023-12-21,No,134.15,7610.99
TXN0011433,2023-12-14,04:58:00,2023-12,M0055,Delhi,C00112,183837.6,Credit Card,Success,,2023-12-15,Yes,3488.88,180945.67
TXN0011434,2023-12-14,05:02:00,2023-12,M0120,Pune,C00140,2903.75,Credit Card,Success,,2023-12-17,No,50.8,2859.53
TXN0011435,2023-12-14,05:59:00,2023-12,M0078,Kolkata,C00063,23291.11,Debit Card,Success,,2023-12-16,No,484.36,22713.59
TXN0011436,2023-12-14,06:03:00,2023-12,M0040,Mumbai,C00392,11298.15,UPI,Success,,2023-12-16,No,199.11,11113.6
TXN0011437,2023-12-14,06:31:00,2023-12,M0082,Delhi,C00292,1841.87,Debit Card,Success,,2023-12-15,No,38.71,1796.63
TXN0011438,2023-12-14,07:11:00,2023-12,M0061,Hyderabad,C00396,943.96,Net Banking,Failed,,,No,14.66,0.0
TXN0011439,2023-12-14,07:53:00,2023-12,M0054,Bengaluru,C00285,17035.06,Credit Card,Success,,2023-12-17,No,276.83,16739.45
TXN0011440,2023-12-14,09:54:00,2023-12,M0091,Delhi,C00739,754.07,Net Banking,Success,,2023-12-17,No,15.38,741.83
TXN0011441,2023-12-14,10:32:00,2023-12,M0022,Chennai,C00419,15056.5,Net Banking,Disputed,Unauthorized,,No,336.13,0.0
TXN0011442,2023-12-14,10:33:00,2023-12,M0076,Kolkata,C00492,1802.5,Wallet,Success,,2023-12-15,No,31.88,1764.98
TXN0011443,2023-12-14,10:35:00,2023-12,M0026,Pune,C00386,4242.01,Credit Card,Success,,2023-12-16,No,75.91,4161.89
TXN0011444,2023-12-14,10:51:00,2023-12,M0051,Hyderabad,C00266,3162.56,Debit Card,Success,,2023-12-15,No,75.09,3108.84
TXN0011445,2023-12-14,10:59:00,2023-12,M0103,Gurugram,C00475,343.79,Wallet,Success,,2023-12-17,No,6.65,336.24
